bin_id,timestamp,fill_percent,weight_kg,day_of_week,day_of_month,rain,holiday,nearby_event,population_density,rate_of_fill,last_collection_time,overflow_incident
BIN_003,2025-02-05,72.83,29.4,2,5,0,0,0,high,7.08,2025-01-28,0
BIN_004,2025-02-05,61.55,18.07,2,5,0,0,0,low,2.84,2025-01-26,0
BIN_005,2025-02-05,78.71,37.66,2,5,0,0,0,low,3.31,2025-01-25,0
BIN_006,2025-02-05,29.85,12.9,2,5,0,0,0,high,9.56,2025-02-03,0
BIN_007,2025-02-05,82.01,33.16,2,5,0,0,0,low,3.39,2025-01-28,0
BIN_008,2025-02-05,87.53,41.12,2,5,0,0,0,high,9.19,2025-01-23,0
BIN_009,2025-02-05,53.25,19.24,2,5,0,0,0,high,9.66,2025-01-31,0
BIN_010,2025-02-05,97.17,20.28,2,5,0,0,0,low,2.43,2025-01-21,0
BIN_011,2025-02-05,87.18,36.01,2,5,0,0,0,high,9.59,2025-01-26,0
BIN_012,2025-02-05,72.62,21.34,2,5,0,0,0,low,2.64,2025-01-28,0
BIN_013,2025-02-05,17.71,5.22,2,5,0,0,0,high,8.9,2025-02-04,0
BIN_014,2025-02-05,84.1,36.53,2,5,0,0,0,low,2.18,2025-01-25,0
BIN_015,2025-02-05,81.76,16.55,2,5,0,0,0,medium,6.68,2025-01-25,0
BIN_016,2025-02-05,90.47,31.68,2,5,0,0,0,high,10.84,2025-01-26,0
BIN_017,2025-02-05,86.14,40.53,2,5,0,0,0,medium,5.64,2025-01-25,0
BIN_018,2025-02-05,75.12,31.09,2,5,0,0,0,low,3.77,2025-01-26,0
BIN_019,2025-02-05,17.86,7.97,2,5,0,0,0,medium,4.7,2025-02-05,1
BIN_020,2025-02-05,40.8,13.72,2,5,0,0,0,medium,5.15,2025-01-31,0
BIN_001,2025-02-06,69.98,15.37,3,6,0,1,0,medium,5.9,2025-01-28,0
BIN_002,2025-02-06,35.64,15.43,3,6,0,1,0,high,13.9,2025-02-03,0
BIN_003,2025-02-06,76.58,31.96,3,6,0,1,0,low,3.76,2025-01-28,0
BIN_004,2025-02-06,69.25,17.17,3,6,0,1,0,medium,7.7,2025-01-26,0
BIN_005,2025-02-06,84.36,40.87,3,6,0,1,0,medium,5.65,2025-01-25,0
BIN_006,2025-02-06,35.65,7.52,3,6,0,1,0,medium,5.81,2025-02-03,0
BIN_007,2025-02-06,90.47,41.38,3,6,0,1,0,high,8.46,2025-01-28,0
BIN_008,2025-02-06,97.81,26.84,3,6,0,1,0,high,10.28,2025-01-23,0
BIN_009,2025-02-06,60.08,13.13,3,6,0,1,0,medium,6.84,2025-01-31,0
BIN_010,2025-02-06,12.7,3.28,3,6,0,1,0,medium,7.51,2025-02-06,1
BIN_011,2025-02-06,90.57,26.74,3,6,0,1,0,low,3.39,2025-01-26,0
BIN_012,2025-02-06,75.23,16.19,3,6,0,1,0,low,2.61,2025-01-28,0
BIN_013,2025-02-06,23.51,9.38,3,6,0,1,0,medium,5.81,2025-02-04,0
BIN_014,2025-02-06,95.41,38.94,3,6,0,1,0,high,11.31,2025-01-25,0
BIN_015,2025-02-06,87.31,41.32,3,6,0,1,0,medium,5.55,2025-01-25,0
BIN_016,2025-02-06,96.52,22.94,3,6,0,1,0,medium,6.05,2025-01-26,0
BIN_017,2025-02-06,90.53,39.91,3,6,0,1,0,low,4.39,2025-01-25,0
BIN_018,2025-02-06,79.86,23.44,3,6,0,1,0,low,4.74,2025-01-26,0
BIN_019,2025-02-06,20.52,8.97,3,6,0,1,0,low,2.67,2025-02-05,0
BIN_020,2025-02-06,44.5,17.66,3,6,0,1,0,low,3.71,2025-01-31,0
BIN_001,2025-02-07,79.5,18.7,4,7,0,0,0,high,9.52,2025-01-28,0
BIN_002,2025-02-07,38.35,15.01,4,7,0,0,0,low,2.7,2025-02-03,0
BIN_003,2025-02-07,85.82,33.09,4,7,0,0,0,high,9.23,2025-01-28,0
BIN_004,2025-02-07,75.18,24.73,4,7,0,0,0,medium,5.93,2025-01-26,0
BIN_005,2025-02-07,86.62,30.93,4,7,0,0,0,low,2.26,2025-01-25,0
BIN_006,2025-02-07,38.6,15.27,4,7,0,0,0,low,2.94,2025-02-03,0
BIN_007,2025-02-07,5.92,1.69,4,7,0,0,0,high,9.56,2025-02-07,1
BIN_008,2025-02-07,18.34,8.86,4,7,0,0,0,low,3.93,2025-02-07,1
BIN_009,2025-02-07,68.97,16.76,4,7,0,0,0,high,8.89,2025-01-31,0
BIN_010,2025-02-07,15.63,6.22,4,7,0,0,0,low,2.93,2025-02-06,0
BIN_011,2025-02-07,96.52,22.84,4,7,0,0,0,medium,5.95,2025-01-26,0
BIN_012,2025-02-07,83.15,31.45,4,7,0,0,0,high,7.92,2025-01-28,0
BIN_013,2025-02-07,27.6,12.2,4,7,0,0,0,medium,4.08,2025-02-04,0
BIN_014,2025-02-07,15.86,5.52,4,7,0,0,0,high,10.36,2025-02-07,1
BIN_015,2025-02-07,92.51,34.93,4,7,0,0,0,medium,5.19,2025-01-25,0
BIN_016,2025-02-07,98.57,44.55,4,7,0,0,0,low,2.05,2025-01-26,0
BIN_017,2025-02-07,94.13,42.87,4,7,0,0,0,low,3.6,2025-01-25,0
BIN_018,2025-02-07,91.83,35.05,4,7,0,0,0,high,11.97,2025-01-26,0
BIN_019,2025-02-07,26.37,7.28,4,7,0,0,0,medium,5.84,2025-02-05,0
BIN_020,2025-02-07,53.13,12.66,4,7,0,0,0,high,8.63,2025-01-31,0
BIN_001,2025-02-08,87.13,38.69,5,8,0,0,0,high,7.63,2025-01-28,0
BIN_002,2025-02-08,46.94,21.98,5,8,0,0,0,high,8.59,2025-02-03,0
BIN_003,2025-02-08,90.71,18.51,5,8,0,0,0,medium,4.9,2025-01-28,0
BIN_004,2025-02-08,79.63,35.4,5,8,0,0,0,medium,4.44,2025-01-26,0
BIN_005,2025-02-08,96.38,42.76,5,8,0,0,0,high,9.77,2025-01-25,0
BIN_006,2025-02-08,45.56,14.44,5,8,0,0,0,medium,6.97,2025-02-03,0
BIN_007,2025-02-08,10.16,5.01,5,8,0,0,0,medium,4.24,2025-02-07,0
BIN_008,2025-02-08,22.54,7.64,5,8,0,0,0,medium,4.2,2025-02-07,0
BIN_009,2025-02-08,73.93,33.85,5,8,0,0,0,medium,4.95,2025-01-31,0
BIN_010,2025-02-08,20.72,8.29,5,8,0,0,0,medium,5.09,2025-02-06,0
BIN_011,2025-02-08,99.66,32.67,5,8,0,0,0,low,3.15,2025-01-26,0
BIN_012,2025-02-08,93.51,40.23,5,8,0,0,0,high,10.37,2025-01-28,0
BIN_013,2025-02-08,33.99,9.1,5,8,0,0,0,medium,6.39,2025-02-04,0
BIN_014,2025-02-08,20.71,5.87,5,8,0,0,0,medium,4.85,2025-02-07,0
BIN_015,2025-02-08,12.11,2.66,5,8,0,0,0,high,11.88,2025-02-08,1
BIN_016,2025-02-08,9.08,2.9,5,8,0,0,0,low,2.59,2025-02-08,1
BIN_017,2025-02-08,98.59,35.83,5,8,0,0,0,medium,4.46,2025-01-25,0
BIN_018,2025-02-08,95.62,47.71,5,8,0,0,0,low,3.79,2025-01-26,0
BIN_019,2025-02-08,38.08,13.67,5,8,0,0,0,high,11.71,2025-02-05,0
BIN_020,2025-02-08,64.3,18.71,5,8,0,0,0,high,11.17,2025-01-31,0
BIN_001,2025-02-09,96.29,28.44,6,9,1,0,1,medium,9.16,2025-01-28,0
BIN_002,2025-02-09,55.05,13.75,6,9,1,0,1,medium,8.11,2025-02-03,0
BIN_003,2025-02-09,96.43,44.53,6,9,1,0,1,low,5.71,2025-01-28,0
BIN_004,2025-02-09,86.28,29.1,6,9,1,0,1,medium,6.65,2025-01-26,0
BIN_005,2025-02-09,7.96,2.02,6,9,1,0,1,medium,6.83,2025-02-09,1
BIN_006,2025-02-09,49.9,12.41,6,9,1,0,1,low,4.34,2025-02-03,0
BIN_007,2025-02-09,18.13,3.86,6,9,1,0,1,medium,7.98,2025-02-07,0
BIN_008,2025-02-09,28.72,10.31,6,9,1,0,1,medium,6.18,2025-02-07,0
BIN_009,2025-02-09,82.19,30.21,6,9,1,0,1,medium,8.26,2025-01-31,0
BIN_010,2025-02-09,34.56,11.79,6,9,1,0,1,high,13.84,2025-02-06,0
BIN_011,2025-02-09,10.4,3.04,6,9,1,0,1,medium,9.33,2025-02-09,1
BIN_012,2025-02-09,98.36,31.3,6,9,1,0,1,low,4.85,2025-01-28,0
BIN_013,2025-02-09,44.52,9.04,6,9,1,0,1,medium,10.53,2025-02-04,0
BIN_014,2025-02-09,35.41,16.36,6,9,1,0,1,high,14.69,2025-02-07,0
BIN_015,2025-02-09,16.18,3.35,6,9,1,0,1,low,4.07,2025-02-08,0
BIN_016,2025-02-09,13.05,6.16,6,9,1,0,1,low,3.98,2025-02-08,0
BIN_017,2025-02-09,12.55,2.77,6,9,1,0,1,high,11.18,2025-02-09,1
BIN_018,2025-02-09,8.71,4.01,6,9,1,0,1,low,4.69,2025-02-09,1
BIN_019,2025-02-09,41.52,18.51,6,9,1,0,1,low,3.44,2025-02-05,0
BIN_020,2025-02-09,82.28,25.68,6,9,1,0,1,high,17.98,2025-01-31,0
BIN_001,2025-02-10,17.82,8.66,0,10,0,0,0,high,8.93,2025-02-10,1
BIN_002,2025-02-10,64.42,13.03,0,10,0,0,0,high,9.37,2025-02-03,0
BIN_003,2025-02-10,99.53,25.93,0,10,0,0,0,low,3.11,2025-01-28,0
BIN_004,2025-02-10,88.51,39.54,0,10,0,0,0,low,2.23,2025-01-26,0
BIN_005,2025-02-10,16.62,6.26,0,10,0,0,0,high,8.65,2025-02-09,0
BIN_006,2025-02-10,56.71,24.89,0,10,0,0,0,medium,6.81,2025-02-03,0
BIN_007,2025-02-10,25.43,10.36,0,10,0,0,0,high,7.3,2025-02-07,0
BIN_008,2025-02-10,36.18,10.34,0,10,0,0,0,high,7.46,2025-02-07,0
BIN_009,2025-02-10,86.36,37.12,0,10,0,0,0,medium,4.17,2025-01-31,0
BIN_010,2025-02-10,40.3,20.01,0,10,0,0,0,medium,5.74,2025-02-06,0
BIN_011,2025-02-10,14.33,3.36,0,10,0,0,0,low,3.94,2025-02-09,0
BIN_012,2025-02-10,8.12,3.05,0,10,0,0,0,medium,4.15,2025-02-10,1
BIN_013,2025-02-10,47.18,18.32,0,10,0,0,0,low,2.66,2025-02-04,0
BIN_014,2025-02-10,40.38,19.72,0,10,0,0,0,medium,4.97,2025-02-07,0
BIN_015,2025-02-10,26.88,10.31,0,10,0,0,0,high,10.7,2025-02-08,0
BIN_016,2025-02-10,15.44,6.48,0,10,0,0,0,low,2.39,2025-02-08,0
BIN_017,2025-02-10,16.76,8.16,0,10,0,0,0,medium,4.2,2025-02-09,0
BIN_018,2025-02-10,19.09,7.36,0,10,0,0,0,high,10.38,2025-02-09,0
BIN_019,2025-02-10,47.42,23.62,0,10,0,0,0,medium,5.9,2025-02-05,0
BIN_020,2025-02-10,85.74,20.43,0,10,0,0,0,low,3.46,2025-01-31,0
BIN_001,2025-02-11,29.52,9.0,1,11,0,0,0,high,11.69,2025-02-10,0
BIN_002,2025-02-11,67.73,18.11,1,11,0,0,0,low,3.31,2025-02-03,0
BIN_003,2025-02-11,5.65,2.32,1,11,0,0,0,low,3.65,2025-02-11,1
BIN_004,2025-02-11,93.74,33.18,1,11,0,0,0,medium,5.24,2025-01-26,0
BIN_005,2025-02-11,19.5,4.26,1,11,0,0,0,low,2.88,2025-02-09,0
BIN_006,2025-02-11,61.67,29.13,1,11,0,0,0,medium,4.96,2025-02-03,0
BIN_007,2025-02-11,27.61,6.59,1,11,0,0,0,low,2.18,2025-02-07,0
BIN_008,2025-02-11,40.27,12.42,1,11,0,0,0,medium,4.09,2025-02-07,0
BIN_009,2025-02-11,88.87,30.96,1,11,0,0,0,low,2.51,2025-01-31,0
BIN_010,2025-02-11,43.48,19.24,1,11,0,0,0,low,3.18,2025-02-06,0
BIN_011,2025-02-11,19.1,4.76,1,11,0,0,0,medium,4.77,2025-02-09,0
BIN_012,2025-02-11,11.7,4.42,1,11,0,0,0,low,3.58,2025-02-10,0
BIN_013,2025-02-11,53.67,22.38,1,11,0,0,0,medium,6.49,2025-02-04,0
BIN_014,2025-02-11,47.45,14.62,1,11,0,0,0,high,7.07,2025-02-07,0
BIN_015,2025-02-11,33.47,9.64,1,11,0,0,0,medium,6.59,2025-02-08,0
BIN_016,2025-02-11,18.11,7.22,1,11,0,0,0,low,2.67,2025-02-08,0
BIN_017,2025-02-11,23.85,10.04,1,11,0,0,0,high,7.09,2025-02-09,0
BIN_018,2025-02-11,21.36,4.64,1,11,0,0,0,low,2.27,2025-02-09,0
BIN_019,2025-02-11,49.42,12.99,1,11,0,0,0,low,2.0,2025-02-05,0
BIN_020,2025-02-11,92.47,32.7,1,11,0,0,0,medium,6.74,2025-01-31,0
BIN_001,2025-02-12,40.16,18.71,2,12,0,1,0,high,10.64,2025-02-10,0
BIN_002,2025-02-12,70.5,17.96,2,12,0,1,0,low,2.76,2025-02-03,0
BIN_003,2025-02-12,18.41,5.71,2,12,0,1,0,high,12.76,2025-02-11,0
BIN_004,2025-02-12,96.64,30.87,2,12,0,1,0,low,2.9,2025-01-26,0
BIN_005,2025-02-12,23.15,10.36,2,12,0,1,0,low,3.66,2025-02-09,0
BIN_006,2025-02-12,70.93,28.18,2,12,0,1,0,high,9.26,2025-02-03,0
BIN_007,2025-02-12,35.25,9.88,2,12,0,1,0,medium,7.64,2025-02-07,0
BIN_008,2025-02-12,51.59,18.77,2,12,0,1,0,high,11.31,2025-02-07,0
BIN_009,2025-02-12,98.91,46.84,2,12,0,1,0,high,10.04,2025-01-31,0
BIN_010,2025-02-12,47.93,19.21,2,12,0,1,0,low,4.45,2025-02-06,0
BIN_011,2025-02-12,22.08,5.59,2,12,0,1,0,low,2.98,2025-02-09,0
BIN_012,2025-02-12,15.17,4.11,2,12,0,1,0,low,3.47,2025-02-10,0
BIN_013,2025-02-12,66.77,29.45,2,12,0,1,0,high,13.1,2025-02-04,0
BIN_014,2025-02-12,59.73,23.15,2,12,0,1,0,high,12.28,2025-02-07,0
BIN_015,2025-02-12,41.36,10.97,2,12,0,1,0,medium,7.89,2025-02-08,0
BIN_016,2025-02-12,20.98,8.2,2,12,0,1,0,low,2.87,2025-02-08,0
BIN_017,2025-02-12,29.76,13.03,2,12,0,1,0,medium,5.91,2025-02-09,0
BIN_018,2025-02-12,32.17,10.96,2,12,0,1,0,high,10.81,2025-02-09,0
BIN_019,2025-02-12,59.64,14.42,2,12,0,1,0,high,10.23,2025-02-05,0
BIN_020,2025-02-12,98.45,30.02,2,12,0,1,0,medium,5.97,2025-01-31,0
BIN_001,2025-02-13,44.96,22.42,3,13,1,0,0,medium,4.8,2025-02-10,0
BIN_002,2025-02-13,79.3,19.94,3,13,1,0,0,high,8.81,2025-02-03,0
BIN_003,2025-02-13,21.35,4.68,3,13,1,0,0,low,2.95,2025-02-11,0
BIN_004,2025-02-13,12.02,3.88,3,13,1,0,0,medium,5.7,2025-02-13,1
BIN_005,2025-02-13,32.16,9.1,3,13,1,0,0,high,9.01,2025-02-09,0
BIN_006,2025-02-13,74.62,33.86,3,13,1,0,0,low,3.69,2025-02-03,0
BIN_007,2025-02-13,37.33,17.12,3,13,1,0,0,low,2.08,2025-02-07,0
BIN_008,2025-02-13,55.35,23.57,3,13,1,0,0,low,3.76,2025-02-07,0
BIN_009,2025-02-13,9.62,2.62,3,13,1,0,0,high,9.41,2025-02-13,1
BIN_010,2025-02-13,52.02,24.73,3,13,1,0,0,low,4.1,2025-02-06,0
BIN_011,2025-02-13,24.83,5.57,3,13,1,0,0,low,2.74,2025-02-09,0
BIN_012,2025-02-13,22.67,9.79,3,13,1,0,0,medium,7.51,2025-02-10,0
BIN_013,2025-02-13,73.52,21.78,3,13,1,0,0,medium,6.75,2025-02-04,0
BIN_014,2025-02-13,66.08,30.32,3,13,1,0,0,medium,6.34,2025-02-07,0
BIN_015,2025-02-13,45.28,10.71,3,13,1,0,0,low,3.92,2025-02-08,0
BIN_016,2025-02-13,25.83,6.23,3,13,1,0,0,low,4.86,2025-02-08,0
BIN_017,2025-02-13,34.58,10.68,3,13,1,0,0,medium,4.82,2025-02-09,0
BIN_018,2025-02-13,39.03,17.64,3,13,1,0,0,medium,6.86,2025-02-09,0
BIN_019,2025-02-13,67.58,30.63,3,13,1,0,0,medium,7.94,2025-02-05,0
BIN_020,2025-02-13,16.41,3.49,3,13,1,0,0,high,6.99,2025-02-13,1
BIN_001,2025-02-14,49.56,13.07,4,14,1,0,0,medium,4.6,2025-02-10,0
BIN_002,2025-02-14,83.71,41.37,4,14,1,0,0,low,4.41,2025-02-03,0
BIN_003,2025-02-14,29.17,9.73,4,14,1,0,0,medium,7.81,2025-02-11,0
BIN_004,2025-02-14,17.59,6.97,4,14,1,0,0,medium,5.57,2025-02-13,0
BIN_005,2025-02-14,37.37,9.95,4,14,1,0,0,medium,5.21,2025-02-09,0
BIN_006,2025-02-14,79.63,33.48,4,14,1,0,0,low,5.01,2025-02-03,0
BIN_007,2025-02-14,41.9,18.8,4,14,1,0,0,medium,4.57,2025-02-07,0
BIN_008,2025-02-14,61.78,24.01,4,14,1,0,0,medium,6.43,2025-02-07,0
BIN_009,2025-02-14,16.4,6.71,4,14,1,0,0,medium,6.78,2025-02-13,0
BIN_010,2025-02-14,65.11,25.12,4,14,1,0,0,high,13.08,2025-02-06,0
BIN_011,2025-02-14,33.14,16.25,4,14,1,0,0,high,8.32,2025-02-09,0
BIN_012,2025-02-14,29.9,12.79,4,14,1,0,0,medium,7.23,2025-02-10,0
BIN_013,2025-02-14,82.78,29.4,4,14,1,0,0,high,9.26,2025-02-04,0
BIN_014,2025-02-14,71.77,32.74,4,14,1,0,0,medium,5.7,2025-02-07,0
BIN_015,2025-02-14,53.88,14.12,4,14,1,0,0,high,8.59,2025-02-08,0
BIN_016,2025-02-14,31.87,14.14,4,14,1,0,0,medium,6.04,2025-02-08,0
BIN_017,2025-02-14,41.19,11.21,4,14,1,0,0,medium,6.61,2025-02-09,0
BIN_018,2025-02-14,43.97,12.77,4,14,1,0,0,medium,4.94,2025-02-09,0
BIN_019,2025-02-14,72.93,25.57,4,14,1,0,0,medium,5.35,2025-02-05,0
BIN_020,2025-02-14,20.78,5.51,4,14,1,0,0,medium,4.37,2025-02-13,0
BIN_001,2025-02-15,54.81,26.05,5,15,1,0,0,medium,5.26,2025-02-10,0
BIN_002,2025-02-15,89.87,39.44,5,15,1,0,0,medium,6.15,2025-02-03,0
BIN_003,2025-02-15,38.87,14.12,5,15,1,0,0,high,9.7,2025-02-11,0
BIN_004,2025-02-15,20.49,6.48,5,15,1,0,0,low,2.9,2025-02-13,0
BIN_005,2025-02-15,43.99,11.69,5,15,1,0,0,medium,6.62,2025-02-09,0
BIN_006,2025-02-15,82.8,19.2,5,15,1,0,0,low,3.16,2025-02-03,0
BIN_007,2025-02-15,47.45,23.19,5,15,1,0,0,medium,5.55,2025-02-07,0
BIN_008,2025-02-15,68.16,22.4,5,15,1,0,0,medium,6.38,2025-02-07,0
BIN_009,2025-02-15,18.43,4.45,5,15,1,0,0,low,2.03,2025-02-13,0
BIN_010,2025-02-15,75.99,34.7,5,15,1,0,0,high,10.89,2025-02-06,0
BIN_011,2025-02-15,40.28,10.21,5,15,1,0,0,medium,7.14,2025-02-09,0
BIN_012,2025-02-15,33.2,12.17,5,15,1,0,0,low,3.3,2025-02-10,0
BIN_013,2025-02-15,89.19,36.04,5,15,1,0,0,medium,6.41,2025-02-04,0
BIN_014,2025-02-15,74.92,18.14,5,15,1,0,0,low,3.14,2025-02-07,0
BIN_015,2025-02-15,57.37,27.46,5,15,1,0,0,low,3.5,2025-02-08,0
BIN_016,2025-02-15,41.27,9.4,5,15,1,0,0,high,9.4,2025-02-08,0
BIN_017,2025-02-15,46.38,15.99,5,15,1,0,0,medium,5.19,2025-02-09,0
BIN_018,2025-02-15,46.91,17.58,5,15,1,0,0,low,2.93,2025-02-09,0
BIN_019,2025-02-15,75.09,25.99,5,15,1,0,0,low,2.16,2025-02-05,0
BIN_020,2025-02-15,22.95,9.6,5,15,1,0,0,low,2.17,2025-02-13,0
BIN_001,2025-02-16,62.71,15.12,6,16,1,0,0,medium,7.9,2025-02-10,0
BIN_002,2025-02-16,94.27,42.51,6,16,1,0,0,low,4.4,2025-02-03,0
BIN_003,2025-02-16,44.81,17.34,6,16,1,0,0,high,5.94,2025-02-11,0
BIN_004,2025-02-16,22.85,6.5,6,16,1,0,0,low,2.36,2025-02-13,0
BIN_005,2025-02-16,50.52,22.92,6,16,1,0,0,medium,6.53,2025-02-09,0
BIN_006,2025-02-16,86.04,29.24,6,16,1,0,0,low,3.24,2025-02-03,0
BIN_007,2025-02-16,57.79,21.05,6,16,1,0,0,high,10.34,2025-02-07,0
BIN_008,2025-02-16,78.1,35.79,6,16,1,0,0,high,9.94,2025-02-07,0
BIN_009,2025-02-16,24.71,6.66,6,16,1,0,0,medium,6.27,2025-02-13,0
BIN_010,2025-02-16,82.98,23.68,6,16,1,0,0,medium,6.99,2025-02-06,0
BIN_011,2025-02-16,45.74,12.79,6,16,1,0,0,medium,5.45,2025-02-09,0
BIN_012,2025-02-16,35.14,12.8,6,16,1,0,0,low,1.94,2025-02-10,0
BIN_013,2025-02-16,91.44,21.1,6,16,1,0,0,low,2.25,2025-02-04,0
BIN_014,2025-02-16,86.81,35.46,6,16,1,0,0,high,11.89,2025-02-07,0
BIN_015,2025-02-16,59.65,25.28,6,16,1,0,0,low,2.28,2025-02-08,0
BIN_016,2025-02-16,50.5,14.21,6,16,1,0,0,high,9.23,2025-02-08,0
BIN_017,2025-02-16,51.81,15.0,6,16,1,0,0,medium,5.44,2025-02-09,0
BIN_018,2025-02-16,52.78,25.51,6,16,1,0,0,medium,5.88,2025-02-09,0
BIN_019,2025-02-16,86.37,22.61,6,16,1,0,0,high,11.27,2025-02-05,0
BIN_020,2025-02-16,36.43,10.76,6,16,1,0,0,high,13.48,2025-02-13,0
BIN_001,2025-02-17,65.72,25.39,0,17,0,0,0,low,3.01,2025-02-10,0
BIN_002,2025-02-17,98.22,34.03,0,17,0,0,0,low,3.95,2025-02-03,0
BIN_003,2025-02-17,54.95,14.54,0,17,0,0,0,high,10.14,2025-02-11,0
BIN_004,2025-02-17,29.84,8.08,0,17,0,0,0,medium,6.99,2025-02-13,0
BIN_005,2025-02-17,55.25,26.87,0,17,0,0,0,medium,4.73,2025-02-09,0
BIN_006,2025-02-17,95.06,25.83,0,17,0,0,0,high,9.03,2025-02-03,0
BIN_007,2025-02-17,64.34,23.34,0,17,0,0,0,medium,6.55,2025-02-07,0
BIN_008,2025-02-17,83.88,20.13,0,17,0,0,0,medium,5.78,2025-02-07,0
BIN_009,2025-02-17,27.29,7.83,0,17,0,0,0,low,2.58,2025-02-13,0
BIN_010,2025-02-17,87.34,40.15,0,17,0,0,0,medium,4.35,2025-02-06,0
BIN_011,2025-02-17,49.79,21.84,0,17,0,0,0,medium,4.05,2025-02-09,0
BIN_012,2025-02-17,37.71,18.11,0,17,0,0,0,low,2.56,2025-02-10,0
BIN_013,2025-02-17,95.04,27.87,0,17,0,0,0,low,3.59,2025-02-04,0
BIN_014,2025-02-17,92.21,33.27,0,17,0,0,0,medium,5.4,2025-02-07,0
BIN_015,2025-02-17,68.13,23.34,0,17,0,0,0,high,8.47,2025-02-08,0
BIN_016,2025-02-17,62.48,20.5,0,17,0,0,0,high,11.98,2025-02-08,0
BIN_017,2025-02-17,53.88,14.34,0,17,0,0,0,low,2.06,2025-02-09,0
BIN_018,2025-02-17,54.91,17.6,0,17,0,0,0,low,2.12,2025-02-09,0
BIN_019,2025-02-17,92.32,23.33,0,17,0,0,0,medium,5.95,2025-02-05,0
BIN_020,2025-02-17,43.35,8.79,0,17,0,0,0,medium,6.92,2025-02-13,0
BIN_001,2025-02-18,68.64,23.0,1,18,0,0,0,low,2.91,2025-02-10,0
BIN_002,2025-02-18,6.87,3.36,1,18,0,0,0,low,2.7,2025-02-18,1
BIN_003,2025-02-18,59.19,12.18,1,18,0,0,0,medium,4.24,2025-02-11,0
BIN_004,2025-02-18,32.67,9.38,1,18,0,0,0,low,2.83,2025-02-13,0
BIN_005,2025-02-18,61.08,26.73,1,18,0,0,0,medium,5.83,2025-02-09,0
BIN_006,2025-02-18,16.78,5.81,1,18,0,0,0,high,11.54,2025-02-18,1
BIN_007,2025-02-18,71.59,26.07,1,18,0,0,0,high,7.25,2025-02-07,0
BIN_008,2025-02-18,92.5,44.92,1,18,0,0,0,high,8.62,2025-02-07,0
BIN_009,2025-02-18,38.39,12.2,1,18,0,0,0,high,11.1,2025-02-13,0
BIN_010,2025-02-18,92.41,20.54,1,18,0,0,0,medium,5.07,2025-02-06,0
BIN_011,2025-02-18,53.53,17.01,1,18,0,0,0,low,3.74,2025-02-09,0
BIN_012,2025-02-18,40.4,19.44,1,18,0,0,0,low,2.69,2025-02-10,0
BIN_013,2025-02-18,16.82,3.49,1,18,0,0,0,medium,5.83,2025-02-18,1
BIN_014,2025-02-18,98.45,45.3,1,18,0,0,0,medium,6.25,2025-02-07,0
BIN_015,2025-02-18,75.61,16.39,1,18,0,0,0,high,7.48,2025-02-08,0
BIN_016,2025-02-18,64.6,18.18,1,18,0,0,0,low,2.12,2025-02-08,0
BIN_017,2025-02-18,56.47,13.55,1,18,0,0,0,low,2.59,2025-02-09,0
BIN_018,2025-02-18,66.39,13.85,1,18,0,0,0,high,11.48,2025-02-09,0
BIN_019,2025-02-18,94.38,41.43,1,18,0,0,0,low,2.06,2025-02-05,0
BIN_020,2025-02-18,47.91,12.97,1,18,0,0,0,medium,4.56,2025-02-13,0
BIN_001,2025-02-19,72.88,28.88,2,19,0,0,0,medium,4.24,2025-02-10,0
BIN_002,2025-02-19,18.5,7.36,2,19,0,0,0,high,11.63,2025-02-18,0
BIN_003,2025-02-19,63.98,26.58,2,19,0,0,0,medium,4.79,2025-02-11,0
BIN_004,2025-02-19,35.87,14.6,2,19,0,0,0,low,3.2,2025-02-13,0
BIN_005,2025-02-19,68.88,17.35,2,19,0,0,0,high,7.8,2025-02-09,0
BIN_006,2025-02-19,19.02,8.49,2,19,0,0,0,low,2.24,2025-02-18,0
BIN_007,2025-02-19,75.09,31.04,2,19,0,0,0,low,3.49,2025-02-07,0
BIN_008,2025-02-19,96.03,34.26,2,19,0,0,0,low,3.53,2025-02-07,0
BIN_009,2025-02-19,43.61,19.84,2,19,0,0,0,medium,5.22,2025-02-13,0
BIN_010,2025-02-19,96.43,47.83,2,19,0,0,0,medium,4.02,2025-02-06,0
BIN_011,2025-02-19,56.32,18.32,2,19,0,0,0,low,2.79,2025-02-09,0
BIN_012,2025-02-19,46.43,10.25,2,19,0,0,0,medium,6.03,2025-02-10,0
BIN_013,2025-02-19,21.58,4.9,2,19,0,0,0,medium,4.76,2025-02-18,0
BIN_014,2025-02-19,5.11,1.8,2,19,0,0,0,high,10.61,2025-02-19,1
BIN_015,2025-02-19,79.35,26.45,2,19,0,0,0,low,3.73,2025-02-08,0
BIN_016,2025-02-19,69.68,22.97,2,19,0,0,0,medium,5.08,2025-02-08,0
BIN_017,2025-02-19,59.96,15.28,2,19,0,0,0,low,3.49,2025-02-09,0
BIN_018,2025-02-19,69.66,18.65,2,19,0,0,0,low,3.27,2025-02-09,0
BIN_019,2025-02-19,98.12,45.0,2,19,0,0,0,low,3.73,2025-02-05,0
BIN_020,2025-02-19,59.17,12.77,2,19,0,0,0,high,11.26,2025-02-13,0
BIN_001,2025-02-20,78.17,15.68,3,20,0,0,0,medium,5.29,2025-02-10,0
BIN_002,2025-02-20,21.54,7.84,3,20,0,0,0,low,3.04,2025-02-18,0
